frame,t_raw_s,utc,lum_mean,r_mean,g_mean,b_mean,roi_lum_mean,lum_max
-1,612457.98877199,2026-09-06T19:59:56.998570+00:00,anchor,anchor,anchor,anchor,anchor,anchor
6445,613177.825756,2026-09-06T20:11:56.908642+00:00,50.338,88.339,23.294,89.922,59.535,255
6446,613177.938357,2026-09-06T20:11:57.013723+00:00,49.957,87.597,23.047,89.802,59.094,255
6447,613178.042185,2026-09-06T20:11:57.120444+00:00,49.033,85.660,22.683,88.643,58.287,255
6448,613178.153693,2026-09-06T20:11:57.232756+00:00,49.067,85.740,22.707,88.612,58.291,255
6449,613178.264035,2026-09-06T20:11:57.346643+00:00,49.737,87.139,23.113,88.729,59.418,255
6450,613178.382257,2026-09-06T20:11:57.467499+00:00,49.174,86.096,22.656,88.879,58.698,255
6451,613178.502376,2026-09-06T20:11:57.586689+00:00,49.403,86.477,22.881,88.727,59.065,255
6452,613178.621398,2026-09-06T20:11:57.706312+00:00,49.691,87.060,23.034,88.942,59.252,255
6453,613178.741165,2026-09-06T20:11:57.823425+00:00,49.389,86.568,22.740,89.091,58.852,255
6454,613178.854573,2026-09-06T20:11:57.930053+00:00,49.757,87.204,23.073,88.937,59.365,255
6455,613178.959050,2026-09-06T20:11:58.037601+00:00,50.347,88.385,23.381,89.434,59.964,255
6456,613179.073169,2026-09-06T20:11:58.158049+00:00,49.523,86.740,22.932,88.836,59.072,255
6457,613179.192773,2026-09-06T20:11:58.277552+00:00,50.126,88.044,23.168,89.485,59.658,255
6458,613179.311350,2026-09-06T20:11:58.394450+00:00,50.313,88.419,23.241,89.758,59.869,255
6459,613179.425841,2026-09-06T20:11:58.502547+00:00,50.502,88.730,23.421,89.678,60.147,255
6460,613179.537435,2026-09-06T20:11:58.621721+00:00,49.642,86.997,22.995,88.881,59.319,255
6461,613179.659064,2026-09-06T20:11:58.741705+00:00,50.317,88.500,23.174,89.931,59.917,255
6462,613179.771336,2026-09-06T20:11:58.846427+00:00,50.163,88.184,23.108,89.749,59.726,255
6463,613179.875984,2026-09-06T20:11:58.951644+00:00,49.870,87.577,22.988,89.394,59.445,255
6464,613179.981175,2026-09-06T20:11:59.061312+00:00,50.310,88.427,23.228,89.785,59.889,255
6465,613180.097805,2026-09-06T20:11:59.174683+00:00,50.494,88.788,23.361,89.768,60.171,255
6466,613180.203474,2026-09-06T20:11:59.287066+00:00,50.276,88.239,23.370,89.253,60.117,255
6467,613180.319173,2026-09-06T20:11:59.393844+00:00,49.793,87.369,23.023,89.081,59.601,255
6468,613180.426664,2026-09-06T20:11:59.511676+00:00,50.098,88.057,23.102,89.544,59.843,255
6469,613180.546327,2026-09-06T20:11:59.629995+00:00,51.008,89.891,23.555,90.379,60.719,255
6470,613180.660652,2026-09-06T20:11:59.737462+00:00,50.449,88.682,23.357,89.674,60.163,255
6471,613180.770933,2026-09-06T20:11:59.855480+00:00,50.364,88.575,23.192,90.061,59.951,255
6472,613180.890309,2026-09-06T20:11:59.975329+00:00,50.479,88.796,23.301,89.924,60.204,255
6473,613181.008649,2026-09-06T20:12:00.092985+00:00,51.211,90.246,23.750,90.232,61.083,255
6474,613181.128407,2026-09-06T20:12:00.210425+00:00,51.516,90.872,23.886,90.566,61.394,255
6475,613181.244072,2026-09-06T20:12:00.328240+00:00,50.651,89.115,23.466,89.751,60.563,255
6476,613181.359085,2026-09-06T20:12:00.435056+00:00,50.853,89.475,23.623,89.763,60.755,255
6477,613181.466597,2026-09-06T20:12:00.544153+00:00,49.915,87.615,23.100,89.107,59.757,255
6478,613181.574133,2026-09-06T20:12:00.649884+00:00,50.716,89.206,23.539,89.701,60.561,255
6479,613181.685604,2026-09-06T20:12:00.767153+00:00,51.361,90.525,23.840,90.349,61.150,255
6480,613181.795146,2026-09-06T20:12:00.873075+00:00,50.005,87.829,23.086,89.413,59.705,255
6481,613181.908324,2026-09-06T20:12:00.992502+00:00,49.687,87.138,22.978,88.985,59.488,255
6482,613182.027879,2026-09-06T20:12:01.106261+00:00,48.813,85.449,22.436,88.542,58.524,255
6483,613182.137806,2026-09-06T20:12:01.222573+00:00,49.714,87.217,22.939,89.221,59.462,255
6484,613182.257960,2026-09-06T20:12:01.343250+00:00,50.238,88.249,23.238,89.565,60.065,255
6485,613182.380247,2026-09-06T20:12:01.464245+00:00,49.583,86.893,22.941,88.908,59.411,255
6486,613182.493957,2026-09-06T20:12:01.570147+00:00,49.916,87.531,23.119,89.239,59.717,255
6487,613182.603928,2026-09-06T20:12:01.687595+00:00,50.359,88.436,23.352,89.557,60.136,255
6488,613182.722590,2026-09-06T20:12:01.802300+00:00,49.759,87.237,23.013,89.175,59.467,255
6489,613182.830760,2026-09-06T20:12:01.911611+00:00,50.208,88.133,23.248,89.561,59.939,255
6490,613182.947041,2026-09-06T20:12:02.031380+00:00,50.234,88.205,23.208,89.799,59.875,255
6491,613183.065651,2026-09-06T20:12:02.150011+00:00,49.915,87.516,23.108,89.331,59.616,255
6492,613183.185697,2026-09-06T20:12:02.270588+00:00,50.067,87.794,23.187,89.526,59.729,255
6493,613183.305597,2026-09-06T20:12:02.390414+00:00,49.938,87.518,23.189,89.104,59.708,255
6494,613183.427570,2026-09-06T20:12:02.512381+00:00,49.071,85.731,22.847,87.950,58.973,255
6495,613183.547648,2026-09-06T20:12:02.632000+00:00,49.478,86.510,23.036,88.503,59.298,255
6496,613183.667418,2026-09-06T20:12:02.744763+00:00,48.884,85.355,22.694,88.081,58.736,255
6497,613183.775491,2026-09-06T20:12:02.850850+00:00,49.358,86.319,22.905,88.629,59.166,255
6498,613183.879896,2026-09-06T20:12:02.954769+00:00,48.696,85.074,22.512,88.107,58.449,255
6499,613183.989433,2026-09-06T20:12:03.073429+00:00,49.694,87.108,22.953,89.258,59.372,255
6500,613184.107919,2026-09-06T20:12:03.191826+00:00,49.764,87.279,22.950,89.437,59.346,255
6501,613184.227805,2026-09-06T20:12:03.309670+00:00,49.167,86.097,22.618,89.011,58.676,255
6502,613184.339246,2026-09-06T20:12:03.414553+00:00,48.781,85.195,22.571,88.238,58.382,255
6503,613184.442769,2026-09-06T20:12:03.522326+00:00,48.235,84.119,22.356,87.376,57.993,255
6504,613184.557298,2026-09-06T20:12:03.642191+00:00,48.616,84.839,22.526,87.949,58.329,255
6505,613184.675288,2026-09-06T20:12:03.759588+00:00,49.279,86.053,23.012,88.082,59.102,255
6506,613184.792123,2026-09-06T20:12:03.867731+00:00,49.376,86.322,22.936,88.615,59.004,255
6507,613184.900400,2026-09-06T20:12:03.985087+00:00,49.208,86.002,22.877,88.289,58.915,255
6508,613185.015636,2026-09-06T20:12:04.090782+00:00,49.375,86.303,22.954,88.568,59.028,255
6509,613185.119474,2026-09-06T20:12:04.197108+00:00,47.719,83.155,21.947,87.481,57.302,255
6510,613185.232791,2026-09-06T20:12:04.317877+00:00,49.244,86.072,22.876,88.424,58.953,255
6511,613185.353769,2026-09-06T20:12:04.438616+00:00,49.173,85.943,22.843,88.314,58.979,255
6512,613185.472379,2026-09-06T20:12:04.550301+00:00,49.580,86.753,23.019,88.851,59.176,255
6513,613185.581031,2026-09-06T20:12:04.664400+00:00,48.932,85.481,22.642,88.443,58.404,255
6514,613185.699778,2026-09-06T20:12:04.784794+00:00,48.338,84.281,22.369,87.781,57.869,255
6515,613185.821831,2026-09-06T20:12:04.906869+00:00,48.585,84.762,22.489,88.069,58.103,255
6516,613185.941502,2026-09-06T20:12:05.026449+00:00,48.607,84.873,22.449,88.176,58.171,255
6517,613186.063366,2026-09-06T20:12:05.148292+00:00,48.495,84.595,22.519,87.567,58.228,255
6518,613186.184796,2026-09-06T20:12:05.269788+00:00,48.662,84.963,22.517,88.073,58.262,255
6519,613186.304053,2026-09-06T20:12:05.379890+00:00,48.388,84.431,22.356,87.893,57.939,255
6520,613186.412553,2026-09-06T20:12:05.497492+00:00,48.509,84.607,22.509,87.711,58.015,255
6521,613186.528308,2026-09-06T20:12:05.603486+00:00,48.488,84.393,22.687,87.174,58.087,255
6522,613186.632722,2026-09-06T20:12:05.708022+00:00,48.429,84.417,22.450,87.814,57.825,255
6523,613186.743209,2026-09-06T20:12:05.826466+00:00,48.361,84.277,22.426,87.700,57.812,255
6524,613186.858330,2026-09-06T20:12:05.936668+00:00,48.926,85.386,22.724,88.217,58.432,255
6525,613186.970980,2026-09-06T20:12:06.055980+00:00,48.092,83.658,22.456,86.807,57.704,255
6526,613187.092182,2026-09-06T20:12:06.177703+00:00,49.293,86.133,22.934,88.391,58.890,255
6527,613187.212262,2026-09-06T20:12:06.297171+00:00,48.920,85.320,22.844,87.714,58.571,255
6528,613187.332803,2026-09-06T20:12:06.418381+00:00,49.367,86.299,22.984,88.356,59.099,255
6529,613187.456008,2026-09-06T20:12:06.539219+00:00,48.414,84.441,22.493,87.388,58.109,255
6530,613187.568600,2026-09-06T20:12:06.646623+00:00,49.344,86.285,22.954,88.342,59.004,255
6531,613187.687009,2026-09-06T20:12:06.771434+00:00,49.533,86.612,23.106,88.356,59.203,255
6532,613187.805890,2026-09-06T20:12:06.883063+00:00,49.052,85.678,22.829,88.014,58.646,255
6533,613187.912151,2026-09-06T20:12:06.987596+00:00,49.117,85.819,22.809,88.319,58.659,255
6534,613188.017359,2026-09-06T20:12:07.100619+00:00,48.738,85.079,22.569,88.168,58.216,255
6535,613188.136233,2026-09-06T20:12:07.211781+00:00,48.749,85.139,22.593,87.985,58.313,255
6536,613188.240071,2026-09-06T20:12:07.314361+00:00,48.713,85.068,22.513,88.269,58.196,255
6537,613188.348875,2026-09-06T20:12:07.432836+00:00,49.714,87.119,23.019,89.067,59.215,255
6538,613188.464944,2026-09-06T20:12:07.542260+00:00,49.478,86.576,22.967,88.681,59.113,255
6539,613188.571761,2026-09-06T20:12:07.646545+00:00,48.570,84.797,22.488,87.858,58.254,255
6540,613188.676131,2026-09-06T20:12:07.752933+00:00,48.863,85.400,22.653,87.991,58.572,255
6541,613188.787251,2026-09-06T20:12:07.870916+00:00,49.285,86.246,22.861,88.401,58.910,255
6542,613188.907213,2026-09-06T20:12:07.991440+00:00,49.433,86.546,22.924,88.585,58.983,255
6543,613189.026370,2026-09-06T20:12:08.110218+00:00,49.118,85.919,22.724,88.505,58.608,255
6544,613189.145627,2026-09-06T20:12:08.229263+00:00,49.010,85.719,22.693,88.237,58.620,255
6545,613189.262280,2026-09-06T20:12:08.338455+00:00,50.232,88.197,23.244,89.623,59.735,255
6546,613189.372678,2026-09-06T20:12:08.456028+00:00,49.740,87.150,23.062,88.992,59.267,255
6547,613189.485173,2026-09-06T20:12:08.561963+00:00,50.713,89.169,23.507,89.937,60.301,255
6548,613189.595999,2026-09-06T20:12:08.677251+00:00,49.854,87.387,23.122,89.059,59.519,255
6549,613189.708604,2026-09-06T20:12:08.785558+00:00,49.839,87.349,23.128,88.993,59.523,255
6550,613189.816023,2026-09-06T20:12:08.890437+00:00,50.507,88.664,23.498,89.498,60.210,255
6551,613189.920030,2026-09-06T20:12:08.999636+00:00,50.535,88.713,23.508,89.563,60.265,255
6552,613190.034268,2026-09-06T20:12:09.117759+00:00,49.876,87.420,23.191,88.808,59.687,255
6553,613190.153147,2026-09-06T20:12:09.229544+00:00,49.796,87.264,23.139,88.787,59.622,255
6554,613190.259574,2026-09-06T20:12:09.334298+00:00,49.989,87.632,23.228,89.051,59.776,255
6555,613190.364116,2026-09-06T20:12:09.448006+00:00,49.593,86.873,22.957,88.971,59.312,255
6556,613190.483947,2026-09-06T20:12:09.567587+00:00,50.243,88.159,23.355,89.249,60.053,255
6557,613190.600074,2026-09-06T20:12:09.683136+00:00,51.013,89.862,23.565,90.448,60.669,255
6558,613190.718364,2026-09-06T20:12:09.798797+00:00,50.589,88.964,23.378,90.057,60.191,255
6559,613190.827665,2026-09-06T20:12:09.903938+00:00,50.223,88.242,23.188,89.713,59.848,255
6560,613190.935421,2026-09-06T20:12:10.015511+00:00,49.493,86.690,22.885,88.943,59.223,255
6561,613191.049131,2026-09-06T20:12:10.132826+00:00,50.242,88.244,23.239,89.613,59.938,255
6562,613191.168828,2026-09-06T20:12:10.253415+00:00,49.552,86.875,22.833,89.238,59.077,255
6563,613191.288503,2026-09-06T20:12:10.373752+00:00,50.356,88.388,23.351,89.660,59.932,255
6564,613191.403674,2026-09-06T20:12:10.479078+00:00,49.735,87.148,23.019,89.174,59.305,255
6565,613191.513698,2026-09-06T20:12:10.596457+00:00,49.263,86.286,22.681,89.034,58.843,255
6566,613191.626207,2026-09-06T20:12:10.702717+00:00,50.044,87.920,23.025,89.824,59.615,255
6567,613191.734486,2026-09-06T20:12:10.809589+00:00,50.510,88.831,23.285,90.186,60.031,255
6568,613191.838418,2026-09-06T20:12:10.915590+00:00,49.415,86.521,22.826,89.005,58.957,255
6569,613191.951516,2026-09-06T20:12:11.035234+00:00,49.701,87.062,22.999,89.202,59.198,255
6570,613192.069369,2026-09-06T20:12:11.152544+00:00,49.577,86.881,22.889,89.153,59.054,255
6571,613192.188614,2026-09-06T20:12:11.272988+00:00,49.414,86.493,22.850,88.945,58.922,255
6572,613192.310073,2026-09-06T20:12:11.393829+00:00,48.427,84.535,22.331,88.095,57.900,255
6573,613192.428696,2026-09-06T20:12:11.512030+00:00,48.750,85.250,22.447,88.452,58.213,255
6574,613192.549100,2026-09-06T20:12:11.633010+00:00,49.393,86.513,22.756,89.193,58.783,255
6575,613192.668168,2026-09-06T20:12:11.752279+00:00,49.533,86.718,22.926,89.003,59.029,255
6576,613192.788628,2026-09-06T20:12:11.865884+00:00,49.379,86.416,22.842,88.883,58.889,255
6577,613192.896751,2026-09-06T20:12:11.980619+00:00,49.662,87.046,22.949,89.157,59.198,255
6578,613193.017578,2026-09-06T20:12:12.102498+00:00,49.801,87.321,23.023,89.279,59.328,255
6579,613193.137593,2026-09-06T20:12:12.221644+00:00,49.261,86.261,22.702,88.970,58.681,255
6580,613193.258663,2026-09-06T20:12:12.339135+00:00,48.453,84.593,22.314,88.261,57.820,255
6581,613193.369755,2026-09-06T20:12:12.445087+00:00,48.490,84.801,22.145,88.903,57.681,255
6582,613193.473469,2026-09-06T20:12:12.553001+00:00,48.443,84.719,22.137,88.751,57.641,255
6583,613193.589166,2026-09-06T20:12:12.667397+00:00,48.952,85.720,22.420,89.129,58.134,255
6584,613193.697381,2026-09-06T20:12:12.772168+00:00,48.739,85.233,22.382,88.731,57.978,255
6585,613193.800498,2026-09-06T20:12:12.883194+00:00,49.309,86.375,22.674,89.240,58.591,255
6586,613193.916134,2026-09-06T20:12:12.999444+00:00,49.200,86.231,22.524,89.428,58.426,255
6587,613194.034782,2026-09-06T20:12:13.119835+00:00,49.964,87.727,22.999,89.764,59.279,255
6588,613194.153595,2026-09-06T20:12:13.234760+00:00,49.849,87.494,22.954,89.595,59.188,255
6589,613194.266873,2026-09-06T20:12:13.346402+00:00,49.828,87.410,22.991,89.445,59.150,255
6590,613194.382115,2026-09-06T20:12:13.461594+00:00,49.757,87.303,22.900,89.574,59.043,255
6591,613194.493258,2026-09-06T20:12:13.575100+00:00,49.315,86.399,22.705,89.070,58.635,255
6592,613194.610886,2026-09-06T20:12:13.686497+00:00,49.817,87.374,22.989,89.457,59.158,255
6593,613194.714403,2026-09-06T20:12:13.789886+00:00,50.108,87.972,23.140,89.662,59.489,255
6594,613194.821661,2026-09-06T20:12:13.906131+00:00,50.237,88.233,23.181,89.898,59.543,255
6595,613194.940802,2026-09-06T20:12:14.025086+00:00,49.481,86.732,22.756,89.393,58.741,255
6596,613195.061267,2026-09-06T20:12:14.145178+00:00,50.253,88.257,23.199,89.882,59.649,255
6597,613195.180276,2026-09-06T20:12:14.264474+00:00,49.676,87.168,22.810,89.679,58.977,255
6598,613195.301573,2026-09-06T20:12:14.381075+00:00,50.711,89.170,23.460,90.162,60.205,255
6599,613195.412384,2026-09-06T20:12:14.495358+00:00,51.048,89.897,23.586,90.564,60.505,255
6600,613195.529512,2026-09-06T20:12:14.612899+00:00,49.740,87.229,22.961,89.305,59.185,255
6601,613195.648450,2026-09-06T20:12:14.733141+00:00,49.914,87.585,23.003,89.676,59.350,255
6602,613195.766593,2026-09-06T20:12:14.849994+00:00,50.007,87.759,23.090,89.593,59.375,255
6603,613195.886826,2026-09-06T20:12:14.971182+00:00,50.380,88.501,23.289,89.885,59.766,255
6604,613196.004519,2026-09-06T20:12:15.083384+00:00,51.065,89.914,23.559,90.800,60.304,255
6605,613196.113988,2026-09-06T20:12:15.195593+00:00,50.700,89.022,23.550,89.989,60.096,255
6606,613196.228968,2026-09-06T20:12:15.312388+00:00,49.099,85.899,22.610,88.973,58.327,255
6607,613196.349445,2026-09-06T20:12:15.433552+00:00,48.883,85.442,22.499,88.849,58.073,255
6608,613196.465565,2026-09-06T20:12:15.542081+00:00,49.444,86.533,22.866,89.025,58.730,255
6609,613196.578727,2026-09-06T20:12:15.663358+00:00,50.053,87.759,23.216,89.350,59.402,255
6610,613196.695016,2026-09-06T20:12:15.773339+00:00,49.687,86.997,23.018,89.153,59.004,255
6611,613196.807676,2026-09-06T20:12:15.891142+00:00,49.428,86.533,22.805,89.195,58.670,255
6612,613196.927987,2026-09-06T20:12:16.012223+00:00,49.985,87.721,23.043,89.740,59.134,255
6613,613197.046012,2026-09-06T20:12:16.122238+00:00,50.040,87.747,23.135,89.677,59.188,255
6614,613197.152620,2026-09-06T20:12:16.228903+00:00,50.032,87.726,23.117,89.755,59.146,255
6615,613197.258651,2026-09-06T20:12:16.334594+00:00,49.396,86.560,22.660,89.587,58.348,255
6616,613197.366080,2026-09-06T20:12:16.450796+00:00,49.984,87.636,23.096,89.679,59.060,255
6617,613197.484444,2026-09-06T20:12:16.567748+00:00,49.782,87.213,22.999,89.520,58.843,255
6618,613197.597435,2026-09-06T20:12:16.672954+00:00,49.929,87.479,23.137,89.395,59.048,255
6619,613197.702768,2026-09-06T20:12:16.778354+00:00,48.653,84.975,22.375,88.699,57.609,255
6620,613197.808944,2026-09-06T20:12:16.886644+00:00,48.725,85.110,22.423,88.729,57.672,255
6621,613197.920817,2026-09-06T20:12:17.005083+00:00,48.863,85.464,22.374,89.263,57.673,255
6622,613198.038335,2026-09-06T20:12:17.121059+00:00,49.046,85.751,22.545,89.229,57.916,255
6623,613198.156414,2026-09-06T20:12:17.233141+00:00,49.086,85.807,22.604,89.127,58.054,255
6624,613198.263173,2026-09-06T20:12:17.346788+00:00,49.605,86.831,22.882,89.568,58.599,255
6625,613198.383171,2026-09-06T20:12:17.467945+00:00,49.298,86.271,22.747,89.034,58.473,255
6626,613198.502940,2026-09-06T20:12:17.587642+00:00,49.252,86.166,22.708,89.117,58.413,255
6627,613198.624064,2026-09-06T20:12:17.708968+00:00,50.001,87.702,23.123,89.524,59.223,255
6628,613198.743571,2026-09-06T20:12:17.827823+00:00,49.183,86.043,22.703,88.856,58.321,255
6629,613198.863661,2026-09-06T20:12:17.948359+00:00,49.970,87.703,22.945,90.158,58.841,255
6630,613198.985121,2026-09-06T20:12:18.069995+00:00,49.735,87.229,22.809,90.038,58.613,255
6631,613199.105112,2026-09-06T20:12:18.189052+00:00,49.973,87.681,22.977,90.079,58.884,255
6632,613199.220894,2026-09-06T20:12:18.297223+00:00,49.615,86.922,22.897,89.338,58.652,255
6633,613199.325401,2026-09-06T20:12:18.402361+00:00,49.207,86.094,22.634,89.293,58.215,255
6634,613199.437083,2026-09-06T20:12:18.521645+00:00,50.026,87.720,23.098,89.816,59.124,255
6635,613199.554871,2026-09-06T20:12:18.633435+00:00,49.077,85.818,22.647,88.807,58.174,255
6636,613199.664989,2026-09-06T20:12:18.747439+00:00,48.542,84.770,22.303,88.633,57.609,255
6637,613199.781906,2026-09-06T20:12:18.866515+00:00,49.269,86.240,22.730,88.957,58.478,255
6638,613199.903277,2026-09-06T20:12:18.987971+00:00,49.627,86.944,22.905,89.345,58.843,255
6639,613200.024465,2026-09-06T20:12:19.108425+00:00,49.345,86.402,22.754,89.065,58.556,255
6640,613200.139555,2026-09-06T20:12:19.214363+00:00,48.962,85.625,22.569,88.702,58.087,255
6641,613200.245029,2026-09-06T20:12:19.324272+00:00,48.607,84.895,22.419,88.277,57.814,255
6642,613200.357701,2026-09-06T20:12:19.440953+00:00,49.403,86.507,22.786,89.141,58.666,255
6643,613200.476437,2026-09-06T20:12:19.554366+00:00,49.702,87.107,22.940,89.399,58.970,255
6644,613200.584530,2026-09-06T20:12:19.666732+00:00,49.407,86.378,22.961,88.616,58.765,255
6645,613200.702537,2026-09-06T20:12:19.786532+00:00,50.046,87.720,23.216,89.386,59.175,255
6646,613200.820866,2026-09-06T20:12:19.896680+00:00,50.199,88.068,23.277,89.503,59.429,255
6647,613200.924757,2026-09-06T20:12:20.000456+00:00,49.559,86.728,22.997,88.841,58.914,255
6648,613201.034981,2026-09-06T20:12:20.119715+00:00,49.216,86.105,22.769,88.638,58.541,255
6649,613201.152999,2026-09-06T20:12:20.237250+00:00,50.352,88.399,23.350,89.598,59.745,255
6650,613201.272604,2026-09-06T20:12:20.357345+00:00,49.927,87.523,23.153,89.189,59.308,255
6651,613201.391104,2026-09-06T20:12:20.468893+00:00,50.426,88.534,23.406,89.612,59.848,255
6652,613201.499234,2026-09-06T20:12:20.581673+00:00,49.892,87.465,23.040,89.609,59.106,255
6653,613201.618005,2026-09-06T20:12:20.702689+00:00,49.420,86.525,22.857,88.878,58.696,255
6654,613201.735118,2026-09-06T20:12:20.809681+00:00,50.184,88.034,23.240,89.651,59.480,255
6655,613201.840006,2026-09-06T20:12:20.916075+00:00,49.868,87.432,23.039,89.492,59.113,255
6656,613201.950109,2026-09-06T20:12:21.033415+00:00,50.590,88.840,23.467,89.929,59.875,255
6657,613202.070036,2026-09-06T20:12:21.151501+00:00,50.560,88.795,23.427,89.983,59.838,255
6658,613202.181899,2026-09-06T20:12:21.257152+00:00,49.397,86.493,22.768,89.220,58.623,255
6659,613202.287814,2026-09-06T20:12:21.367470+00:00,50.637,89.081,23.364,90.239,59.988,255
6660,613202.401042,2026-09-06T20:12:21.478824+00:00,50.165,88.126,23.135,89.776,59.486,255
6661,613202.509411,2026-09-06T20:12:21.591822+00:00,50.356,88.397,23.339,89.693,59.731,255
6662,613202.628140,2026-09-06T20:12:21.712623+00:00,50.196,88.261,23.043,90.180,59.393,255
